Gene name,Mutated samples,Samples tested
EDEM1_ENST00000445686,18,1281
HADHB_ENST00000537713,18,1281
ZCCHC17_ENST00000627541,18,1281
SMARCA2_ENST00000417599,18,1281
ZP3_ENST00000336517,18,1281
ENKUR,18,1281
STRA6,18,1281
CMPK1_ENST00000450808,18,1289
RASIP1,18,1281
NMRK1,18,1281
PCDHB12_ENST00000624949,18,1281
ELAVL3,18,1281
ZNF280B,18,1259
IFT81_ENST00000361948,18,1281
DAB2_ENST00000339788,18,1281
VPS26A_ENST00000395098,18,1281
HNF1A_ENST00000541395,18,1947
GGT1,18,1281
CLEC2A,18,1259
PLXNB1_ENST00000296440,18,1281
MAPKBP1_ENST00000514566,18,1281
ZC3H7A,18,1281
EML2_ENST00000536630,18,1281
UEVLD_ENST00000541984,18,1281
ANXA7,18,1281
TOR1AIP2_ENST00000609928,18,1281
FSD1_ENST00000597590,18,1281
SYNE3_ENST00000554873,18,1281
CDC42_ENST00000344548,18,1281
EPHX2_ENST00000517536,18,1281
CCDC77_ENST00000412006,18,1281
MEOX1_ENST00000393661,18,1281
LRRC39,18,1281
RGL3,18,1281
MST1R,18,1679
DAG1_ENST00000538711,18,1281
B3GNT2,18,1259
CARNMT1,18,1281
TBC1D16_ENST00000576768,18,1281
MATR3_ENST00000503811,18,1281
IKBKE_ENST00000584998,18,1259
AKT1_ENST00000349310,18,2169
RBPMS2_ENST00000560606,18,1281
PCBP2_ENST00000455667,18,1281
BHMT,18,1281
AC013470.2,18,1259
CEP170B_ENST00000453495,18,1260
OR10H4_ENST00000641275,18,1281
CLCA4,18,1281
CD4_ENST00000541982,18,1281
RHCG,18,1281
TRAM1,18,1281
LITAF_ENST00000574703,18,1281
PDCD10_ENST00000497056,18,1281
MAP7D1_ENST00000373150,18,1281
HAVCR1_ENST00000522693,18,1281
TCN2,18,1281
TAS1R1,18,1281
HNRNPLL,18,1281
CSDE1_ENST00000358528,18,1286
ZBED4,18,1311
VSIG4_ENST00000412866,18,1281
FSD1,18,1281
CLCN6,18,1281
TCP11_ENST00000412155,18,1281
CYP26B1,18,1281
GLYR1_ENST00000436648,18,1281
SH3GLB1_ENST00000535010,18,1281
PHC1_ENST00000433083,18,1311
PTCH2_ENST00000447098,18,1281
TCF7_ENST00000395029,18,1281
GNA11,18,2114
C19orf38,18,1259
ZNF138_ENST00000440155,18,1281
PCDHA7_ENST00000356878,18,1281
DCN_ENST00000420120,18,1281
ALOX5AP_ENST00000380490,18,1281
SLC5A5,18,1281
ZNF175_ENST00000436511,18,1281
SEC62,18,1281
ACE2_ENST00000252519,18,1281
UEVLD_ENST00000543987,18,1281
FAM153B,18,1281
FMO1,18,1281
DCN_ENST00000425043,18,1281
SMOX_ENST00000305958,18,1281
SYNPO,18,1281
LGMN_ENST00000557434,18,1281
MAGT1_ENST00000373336,18,1259
GNL3L_ENST00000360845,18,1281
MAN2B1,18,1311
PPIP5K1_ENST00000396923,18,1281
CHIC2_ENST00000512964,18,1281
TIMMDC1,18,1281
SLC33A1_ENST00000646424,18,1281
PYROXD2,18,1281
RANGAP1_ENST00000405486,18,1281
MFSD8_ENST00000641482,18,1281
PROSER2_ENST00000622831,18,1281
CSDE1_ENST00000534699,18,1286
B3GAT1,18,1281
CKM,18,1281
OR8G5_ENST00000641992,18,1259
GNL3L,18,1281
SLC25A37,18,1281
TEKT3_ENST00000338696,18,1281
FXN_ENST00000484259,18,1281
PDE6D,18,1281
DAG1_ENST00000541308,18,1281
NKTR,18,1281
RTCA_ENST00000370128,18,1281
OR56A1_ENST00000641900,18,1311
UBE2G2_ENST00000330942,18,1281
IGF2_ENST00000641326,18,1687
PQLC3_ENST00000402361,18,1281
C17orf67,18,1259
UBE3B_ENST00000434735,18,1281
GALK1_ENST00000225614,18,1281
TRIM14_ENST00000342043,18,1281
ZCCHC17_ENST00000546109,18,1281
GAS8,18,1281
POGLUT1,18,1281
PCNX4,18,1281
MARCH7_ENST00000409175,18,1281
GIGYF1_ENST00000646601,18,1281
RRM2B_ENST00000395912,18,1281
RRM2B_ENST00000519962,18,1281
MXI1_ENST00000393134,18,1281
SERAC1_ENST00000367101,18,1281
DDX43,18,1281
DSG4,18,1281
SMOX_ENST00000278795,18,1281
PHTF1_ENST00000369598,18,1281
SRP54_ENST00000555557,18,1281
IL6ST_ENST00000381287,18,1310
MBP_ENST00000578193,18,1311
OSCP1,18,1259
TMEM244_ENST00000438392,18,1281
ZSCAN12_ENST00000396827,18,1259
TIGIT,18,1281
BLOC1S5,18,1259
DNAJC17,18,1281
TCF7_ENST00000378560,18,1281
FNTA,18,1281
NHS_ENST00000615422,18,1281
VSIG4_ENST00000455586,18,1281
MXI1_ENST00000369612,18,1281
CAAP1_ENST00000520187,18,1281
TTYH3,18,1311
ACIN1,18,1281
FNBP4,18,1281
PWWP2A_ENST00000456329,18,1281
CMC2_ENST00000570195,18,1281
GSN_ENST00000545652,18,1281
ADAT2,18,1281
OBSL1_ENST00000373876,18,1679
CYB5R3_ENST00000352397,18,1281
ARHGAP30,18,1281
SMARCA2_ENST00000382185,18,1281
ELF4,18,1281
CFAP97D2_ENST00000635901,18,1259
CYP2B6,18,1281
LTF_ENST00000417439,18,1289
GFOD1_ENST00000379284,18,1281
TCP11_ENST00000373979,18,1281
MED16_ENST00000589119,18,1281
LPO,18,1281
C2orf80_ENST00000453017,18,1281
PLCB2,18,1281
TRAM1_ENST00000521425,18,1281
LTF,18,1289
TEX49,18,1259
CCM2L,18,1281
SLC22A8_ENST00000430500,18,1281
PWWP2A_ENST00000523662,18,1281
WDR88_ENST00000361680,18,1281
PHF20L1_ENST00000395379,18,1281
MARCH7_ENST00000539065,18,1281
HGF_ENST00000643024,18,1679
TTC19,18,1281
LBP,18,1281
PROSER2,18,1281
ARHGAP19_ENST00000371027,18,1281
ICOS,18,1281
ARHGAP30_ENST00000368016,18,1281
SUN3_ENST00000395572,18,1281
SH3BGR_ENST00000458295,18,1281
HSPA4_ENST00000617074,18,1281
LY9_ENST00000368037,18,1281
CHD4_ENST00000646806,18,1282
ZNF160_ENST00000418871,18,1281
PRUNE1,18,1281
TREM1_ENST00000589614,18,1281
CHMP4B,18,1281
TMEM230_ENST00000612323,18,1281
GALNT12,18,1281
BHMT_ENST00000524080,18,1281
OTULINL,18,1281
SDHD_ENST00000528021,18,1687
SNX20_ENST00000610485,18,1289
OSCP1_ENST00000235532,18,1259
RFX3_ENST00000381984,18,1281
ZNF726,18,1281
ARNTL_ENST00000403482,18,1281
TJP2,18,1281
SH3BGR_ENST00000380631,18,1281
CCDC82_ENST00000643839,18,1281
CHD4_ENST00000645005,18,1282
GNA13,18,1281
HAVCR1,18,1281
IMPA2,18,1281
AKT1_ENST00000555528,18,2169
CHRNB2_ENST00000637900,18,1281
LILRA2_ENST00000251376,18,1281
SSH1_ENST00000326470,18,1281
SEC14L1_ENST00000431431,18,1281
DDX19B_ENST00000451014,18,1281
PRMT2_ENST00000397638,18,1281
HGF_ENST00000354224,18,1679
STX11,18,1281
WDR88,18,1281
CSDE1_ENST00000530886,18,1286
SH3BGR_ENST00000380637,18,1281
ZNF138_ENST00000440598,18,1281
ZNF138_ENST00000437743,18,1281
ZIC3_ENST00000370606,18,1281
IDH1,18,2203
NPAS1_ENST00000449844,18,1311
MAGEC3_ENST00000443323,18,1281
ANKRD11_ENST00000566858,18,1679
ASCC2_ENST00000307790,18,1281
ZNF143_ENST00000530463,18,1281
SIAE_ENST00000545756,18,1281
TCP11_ENST00000244645,18,1281
SH3GLB1,18,1281
CCDC82_ENST00000646050,18,1281
C9orf129,18,1259
SRP54_ENST00000546080,18,1281
TCP11_ENST00000444780,18,1281
TIMELESS,18,1281
SMARCA2_ENST00000302401,18,1281
DCLRE1C_ENST00000378254,18,1281
RPL36A-HNRNPH2_ENST00000409338,18,1259
PRUNE1_ENST00000368937,18,1281
ABCB9,18,1281
CHD4_ENST00000357008,18,1282
TNFSF8_ENST00000618336,18,1281
NET1,18,1281
SYT11,18,1281
HNF1A_ENST00000257555,18,1947
MOCS1_ENST00000340692,18,1281
PDCD10_ENST00000470131,18,1281
ZNF138_ENST00000359735,18,1281
LTN1_ENST00000361371,18,1281
ASB7_ENST00000343276,18,1281
UEVLD_ENST00000320750,18,1281
CTR9,18,1281
ZNF793,18,1259
ATPAF1_ENST00000532925,18,1281
PLCB2_ENST00000456256,18,1281
UTP4,18,1281
YPEL1,18,1281
SUN3,18,1281
CMC2_ENST00000486645,18,1281
DSG2,18,1281
MAN2B1_ENST00000221363,18,1311
AKT1_ENST00000554848,18,2169
HLF_ENST00000430986,18,1289
LYPLAL1,18,1281
LTF_ENST00000426532,18,1289
CHD4_ENST00000645022,18,1282
CREB3L3_ENST00000602147,18,1281
AKT1,18,2169
HNF1A_ENST00000400024,18,1947
RBM23_ENST00000399922,18,1281
DPP9_ENST00000597849,18,1281
PLA2G5,18,1281
CHIC2,18,1281
CA5B,18,1281
MAP7D1,18,1281
SEMA4F,18,1311
MTMR14_ENST00000351233,18,1281
CLSPN_ENST00000520551,18,1281
NXNL2_ENST00000375855,18,1281
RRM2B_ENST00000519317,18,1281
TMEM209,18,1281
KPNB1_ENST00000540627,18,1281
CHRNA4,18,1281
ZNF143_ENST00000396604,18,1281
EML2_ENST00000245925,18,1281
DDX19B_ENST00000568625,18,1281
CREB3L2_ENST00000458726,18,1281
SLC6A6_ENST00000621751,18,1281
ZCCHC17_ENST00000616859,18,1281
RBM44_ENST00000611254,18,1259
MOCS1_ENST00000373195,18,1281
SMARCA2_ENST00000324954,18,1281
MTSS1L_ENST00000616026,18,1281
WDSUB1_ENST00000359774,18,1281
ROPN1_ENST00000620893,18,1281
CCDC82_ENST00000647080,18,1281
KLHDC8A_ENST00000367155,18,1281
PQLC3,18,1281
CEP89_ENST00000590597,18,1281
KAT8_ENST00000543774,18,1281
SMARCA2_ENST00000382186,18,1281
SLC32A1,18,1281
PRUNE1_ENST00000368935,18,1281
SSR1_ENST00000474597,18,1281
DDX3X,18,1281
SLAIN2_ENST00000512093,18,1259
SMOX_ENST00000339123,18,1281
CCNYL1_ENST00000339882,18,1281
AC011455.2,18,1259
GAS8_ENST00000620723,18,1281
SCG5_ENST00000413748,18,1259
MED16_ENST00000616387,18,1281
PRPSAP1_ENST00000324684,18,1281
PCDHGC5,18,1259
SRP54,18,1281
DLG4_ENST00000302955,18,1259
CHST13,18,1281
ACADM_ENST00000541113,18,1281
CMC2_ENST00000562713,18,1281
TCF7,18,1281
ZNF66_ENST00000360204,18,1281
SMAD2_ENST00000586040,18,1697
CMC2_ENST00000565108,18,1281
EXOSC10,18,1281
GYPB_ENST00000638448,18,1281
DSG4_ENST00000308128,18,1281
TLR4_ENST00000472304,18,1289
MRPS35_ENST00000538315,18,1281
FAM208A,18,1281
PHTF1_ENST00000357783,18,1281
EHD1,18,1281
PSMA6_ENST00000540871,18,1281
ENDOV,18,1311
TMSB15B_ENST00000419165,18,1281
HKR1_ENST00000591259,18,1281
PQLC2L_ENST00000426338,18,1259
DCLRE1C_ENST00000378249,18,1281
EHF,18,1281
CCNYL1,18,1281
HAS1_ENST00000601714,18,1281
CDC16_ENST00000356221,18,1281
CCDC68,18,1281
IL18RAP,18,1281
HIBCH_ENST00000410045,18,1281
VPS26A_ENST00000263559,18,1281
KDM1A_ENST00000465864,18,1281
ZCCHC17_ENST00000618216,18,1281
C6orf132,18,1281
DCP1A_ENST00000294241,18,1259
PRMT2,18,1281
ZCCHC17_ENST00000344147,18,1281
ZNF141_ENST00000505939,18,1281
NMNAT1,18,1281
GART_ENST00000381839,18,1281
UBP1_ENST00000283628,18,1281
SPAM1_ENST00000402183,18,1281
HNF1A,18,1947
NFS1_ENST00000397425,18,1281
CCNYL1_ENST00000392209,18,1281
CHD4_ENST00000645095,18,1282
WNT11,18,1281
KPNB1_ENST00000535458,18,1281
ZCCHC17_ENST00000616393,18,1281
GALM_ENST00000410063,18,1281
CNN3,18,1281
NBR1,18,1281
LRRC39_ENST00000370138,18,1281
HNF1A_ENST00000617366,18,1947
SGF29,18,1281
FAM107A_ENST00000447756,18,1281
ITPKB_ENST00000366784,18,1281
LYPLAL1_ENST00000366927,18,1281
WNT5B,18,1281
BTNL8_ENST00000533815,18,1259
UAP1_ENST00000367924,18,1281
HNRNPLL_ENST00000409636,18,1281
PIWIL4,18,1281
CRAT,18,1281
TNKS1BP1_ENST00000358252,18,1281
ARHGAP32_ENST00000527272,18,1311
ARHGEF17_ENST00000643371,18,1281
ABCC10,18,1281
SUN3_ENST00000412142,18,1281
GYPB_ENST00000429670,18,1281
TJP2_ENST00000535702,18,1281
DLG4,18,1259
LMCD1_ENST00000397386,18,1281
CTNNB1_ENST00000441708,18,2353
PHTF1_ENST00000369600,18,1281
MXI1_ENST00000239007,18,1281
ZNF677_ENST00000594681,18,1281
TMEM217_ENST00000356757,18,1281
BCO2_ENST00000531169,18,1281
AL132780.3,18,1259
GYPB,18,1281
LDHB,18,1281
DDX17,18,1281
ZNF263_ENST00000538765,18,1281
TTF1_ENST00000612514,18,1281
UAP1_ENST00000367926,18,1281
ZSWIM3,18,1281
PRUNE1_ENST00000368936,18,1281
CFAP97D2,18,1259
GPATCH2L,18,1281
FAM107B_ENST00000479731,18,1281
CMC2_ENST00000564174,18,1281
PVALEF,18,1259
TXNDC8_ENST00000374511,18,1281
BPIFB3,18,1281
CGN,18,1281
CHID1_ENST00000449825,18,1281
CENPK_ENST00000510693,18,1281
CDC123_ENST00000378900,18,1281
ZIM3,18,1281
UPP2_ENST00000005756,18,1311
FAM3C,18,1281
CSDE1_ENST00000369530,18,1286
PSG2,18,1281
LTN1,18,1281
SMARCA2_ENST00000382183,18,1281
KLHDC8A,18,1281
ZNF442,18,1281
FCGR3B_ENST00000367964,18,1259
HSPA4L_ENST00000508776,18,1281
TRMT11_ENST00000368332,18,1281
IRAK1BP1_ENST00000607739,18,1281
SCG5,18,1259
GYPB_ENST00000513128,18,1281
ARHGEF3_ENST00000413728,18,1281
ZNF235_ENST00000589248,18,1281
SMARCA2_ENST00000634931,18,1281
GRHL1,18,1281
PPAT,18,1281
MEOX1_ENST00000549132,18,1281
CDC16_ENST00000252457,18,1281
DHRS12_ENST00000280056,18,1281
SLC17A3,18,1281
MAU2,18,1281
PQLC3_ENST00000441908,18,1281
MACC1_ENST00000589011,18,1281
GAS8_ENST00000536122,18,1281
PCMTD1_ENST00000521344,18,1281
CHD4_ENST00000544484,18,1282
OBSL1,18,1679
DHRS12_ENST00000218981,18,1281
PHF20L1_ENST00000395376,18,1281
NME9_ENST00000333911,18,1281
DCLRE1C_ENST00000378255,18,1281
CREB3L3_ENST00000602257,18,1281
MATR3_ENST00000502499,18,1281
TMEM209_ENST00000462753,18,1281
SLC2A11_ENST00000398356,18,1281
DLG4_ENST00000399506,18,1259
PDE6D_ENST00000409772,18,1281
VPS33A,18,1281
CCDC82,18,1281
MIB2_ENST00000378708,18,1281
PIGR,18,1281
PRAMEF4,18,1259
MOCS1_ENST00000373188,18,1281
XIRP2_ENST00000295237,18,1281
LGMN_ENST00000334869,18,1281
KDELC2,18,1281
SCG5_ENST00000494364,18,1259
MST1R_ENST00000613534,18,1679
MUC20_ENST00000436408,18,1259
UAP1_ENST00000367925,18,1281
TBCCD1_ENST00000338733,18,1259
HS3ST1,18,1281
GJA3,18,1281
GORAB,18,1281
GLYR1_ENST00000591451,18,1281
OR56A1_ENST00000641423,18,1311
CENPK_ENST00000508421,18,1281
QPCT,18,1281
SLC22A8_ENST00000535878,18,1281
ACIN1_ENST00000605057,18,1281
ZNF586_ENST00000598183,18,1281
ATG4B,18,1259
CENPK_ENST00000514814,18,1281
PDCD10_ENST00000473645,18,1281
ZSCAN18_ENST00000240727,18,1281
NFX1_ENST00000318524,18,1281
PHTF1,18,1281
PITX2_ENST00000394595,18,1281
PCBP2_ENST00000552819,18,1281
GSN_ENST00000394353,18,1281
DCLRE1C_ENST00000378246,18,1281
SLC33A1_ENST00000643144,18,1281
SRP54_ENST00000216774,18,1281
CLRN2,18,1281
TGFBI,18,1259
GFOD2,18,1281
TNK2_ENST00000428187,18,1289
SLC45A4_ENST00000024061,18,1281
CDC42,18,1281
CSDE1_ENST00000261443,18,1286
SIRT5_ENST00000379262,18,1281
F13B,18,1281
SH3BGR,18,1281
AC078864.2,18,1259
DDX3X_ENST00000399959,18,1281
NUAK2,18,1281
DDX3X_ENST00000646319,18,1281
NTMT1_ENST00000372486,18,1281
FAM107B_ENST00000378458,18,1281
GPSM1_ENST00000616132,18,1281
SLCO4A1,18,1311
RAB11FIP4_ENST00000394744,18,1281
BAZ2B_ENST00000343439,18,1281
EHD1_ENST00000359393,18,1281
VOPP1_ENST00000453256,18,1281
PLK5,18,1260
TMEM53_ENST00000372242,18,1281
IGF2,18,1687
EPHX2,18,1281
ACADM_ENST00000420607,18,1281
MST1R_ENST00000621387,18,1679
CILP2_ENST00000586018,18,1281
EARS2_ENST00000563459,18,1281
C1orf198_ENST00000427697,18,1281
ICOS_ENST00000435193,18,1281
PQLC2L,18,1259
JPT2_ENST00000382710,18,1281
DAG1_ENST00000308775,18,1281
FAM71B,18,1281
DDX3X_ENST00000644074,18,1281
CDC16_ENST00000375310,18,1281
ARHGEF10_ENST00000398560,18,1281
BHMG1,18,1259
MAPKBP1,18,1281
RELB_ENST00000505236,18,1281
ZNF143_ENST00000299606,18,1281
AP000812.5,18,1259
NECTIN1,18,1281
ADGRF4_ENST00000371220,18,1311
CSNK2A1_ENST00000645187,18,1281
GOSR2_ENST00000573224,18,1281
PLCD4_ENST00000417849,18,1281
MYL1_ENST00000341685,18,1281
GFOD2_ENST00000602377,18,1281
SPTBN2_ENST00000617502,18,1281
ZC3HAV1_ENST00000471652,18,1281
TSPAN19,18,1259
TAPT1,18,1281
SMAP2_ENST00000614549,18,1281
KDM1A_ENST00000356634,18,1281
TSC1,18,1718
RAD21,18,1680
TRIM72,18,1281
MTMR14_ENST00000420925,18,1281
BTNL8_ENST00000610640,18,1259
RANGAP1_ENST00000356244,18,1281
LGMN_ENST00000555699,18,1281
ZNF141_ENST00000512994,18,1281
CASP8,18,1681
E2F5,18,1281
PPIP5K1_ENST00000381885,18,1281
LRRC39_ENST00000370137,18,1281
PLCD4_ENST00000432688,18,1281
CFAP97D2_ENST00000636692,18,1259
ARHGEF3_ENST00000497267,18,1281
SPTBN2_ENST00000309996,18,1281
DDX19B_ENST00000563206,18,1281
AC073610.3,18,1259
TSC1_ENST00000646625,18,1718
SCP2_ENST00000371513,18,1281
GRHL3,18,1281
LY9_ENST00000392203,18,1281
CBS,18,1281
AMER3,18,1281
TCF7_ENST00000520958,18,1281
MAML1,18,1281
FNTA_ENST00000529687,18,1281
NPM1,18,1955
RIC3_ENST00000419822,18,1281
ADA,18,1281
HNF1A_ENST00000615446,18,1947
HAS2,18,1281
SPACA1,18,1281
SKIL_ENST00000413427,18,1281
RAD17_ENST00000380774,18,1281
UBE3B,18,1281
RAB11FIP1_ENST00000522727,18,1281
FBXO9,18,1281
RELB_ENST00000625761,18,1281
SOX11,18,1289
PDE4B_ENST00000371045,18,1281
LGMN,18,1281
KDM1A,18,1281
CCDC77,18,1281
LDHB_ENST00000350669,18,1281
ZNF680_ENST00000447137,18,1281
DCLRE1C,18,1281
TSKS,18,1281
ONECUT3,18,1259
MATR3_ENST00000618441,18,1281
PLXNB1,18,1281
IRS2,18,1687
ZNF724,18,1259
VSIG4,18,1281
UBE2V2_ENST00000521346,17,1281
KRT4,17,1281
PSMD11,17,1281
WBP2NL,17,1281
SLC11A2_ENST00000644495,17,1281
SINHCAF,17,1281
METTL11B,17,1259
SDCBP_ENST00000424270,17,1281
DDX3X_ENST00000644109,17,1281
CXorf66,17,1281
TCTEX1D1,17,1281
SEC16A_ENST00000431893,17,1259
BID_ENST00000617586,17,1281
GATA3,17,1719
FDFT1,17,1281
NECAB2_ENST00000565691,17,1281
PCDHB7,17,1281
ABCA7,17,1281
CUL3_ENST00000617432,17,1679
NLRC3_ENST00000324659,17,1281
RMND1_ENST00000367303,17,1281
BAIAP3_ENST00000628027,17,1281
TDRKH_ENST00000368824,17,1281
IMPA1_ENST00000311489,17,1281
TANGO2_ENST00000420290,17,1281
CD46_ENST00000358170,17,1259
PCBP2_ENST00000548933,17,1281
ITGA7_ENST00000452168,17,1281
USP38,17,1311
RNMT_ENST00000383314,17,1281
SPATA31D1,17,1259
PSMG4_ENST00000380306,17,1281
LFNG_ENST00000402506,17,1281
PPM1B_ENST00000345249,17,1281
JADE1_ENST00000413543,17,1281
TRIB2,17,1281
DESI2,17,1281
LRRC75A_ENST00000409083,17,1281
GFRA3,17,1281
TANGO2_ENST00000401886,17,1281
TRAF3IP3_ENST00000367026,17,1284
SEMA7A_ENST00000542748,17,1311
CEP57L1_ENST00000407272,17,1281
LIMK2_ENST00000333611,17,1281
RAB27A,17,1281
UTY_ENST00000382896,17,1259
DCTN1_ENST00000409240,17,1281
CASKIN1,17,1285
API5_ENST00000455725,17,1281
FDFT1_ENST00000538689,17,1281
IST1_ENST00000606369,17,1281
AURKA,17,1687
TCP10L2,17,1259
REXO1,17,1281
ZNF276_ENST00000289816,17,1283
ATAD1,17,1281
SEMA4F_ENST00000339773,17,1311
ZNF318,17,1281
SNX5_ENST00000377759,17,1281
SLC6A20_ENST00000353278,17,1281
SPATA22_ENST00000355380,17,1281
NCF4_ENST00000248899,17,1281
CLIP4_ENST00000404424,17,1281
KCNMB3_ENST00000497599,17,1281
FBXL5_ENST00000412094,17,1281
TC2N_ENST00000556018,17,1281
HPN,17,1281
CFAP100_ENST00000510833,17,1311
DCUN1D1,17,1679
RBP7,17,1281
MED24,17,1281
CALCOCO1_ENST00000262059,17,1281
ZNF596_ENST00000640035,17,1281
MED24_ENST00000614384,17,1281
OPRM1_ENST00000522236,17,1281
API5_ENST00000534695,17,1281
CHEK1_ENST00000438015,17,1687
GCK_ENST00000616242,17,1281
WDR76_ENST00000381246,17,1281
TBXT,17,1281
TDRKH,17,1281
SPATA22_ENST00000572969,17,1281
MED24_ENST00000394128,17,1281
EPHX2_ENST00000518379,17,1281
CD47_ENST00000355354,17,1281
FAH,17,1281
DDX3X_ENST00000642322,17,1281
NUCB1_ENST00000407032,17,1281
SPATA22_ENST00000575375,17,1281
CD46_ENST00000357714,17,1259
ETFDH_ENST00000307738,17,1281
OPRM1_ENST00000522555,17,1281
TREX2_ENST00000338525,17,1281
TNFAIP6,17,1281
CFHR3_ENST00000471440,17,1281
NCF4,17,1281
SLC36A1_ENST00000616007,17,1281
SEMA4A_ENST00000355014,17,1281
OR2G6_ENST00000641501,17,1281
HNRNPR_ENST00000478691,17,1281
DMTF1,17,1281
HMMR_ENST00000432118,17,1281
MRPL23_ENST00000397294,17,1281
UTY_ENST00000612274,17,1259
TRPC5OS,17,1259
ZNF527_ENST00000587349,17,1281
RHD_ENST00000417538,17,1281
NPM1_ENST00000517671,17,1955
NCBP2L_ENST00000509000,17,1281
ZSCAN20_ENST00000373413,17,1281
ZNF610_ENST00000616431,17,1281
NBR1_ENST00000542611,17,1281
UPK1B,17,1281
UTY_ENST00000537580,17,1259
ZNF92_ENST00000431504,17,1281
MARF1,17,1281
ZNF677_ENST00000598806,17,1281
KLHL28,17,1281
SPATA22_ENST00000268981,17,1281
DOK7_ENST00000507039,17,1281
ZNF469,17,1259
PFKFB3_ENST00000626882,17,1281
SNPH,17,1281
CHD2_ENST00000420239,17,1281
KLHDC8A_ENST00000460687,17,1281
CYP11B1_ENST00000517471,17,1281
TMEM267_ENST00000512085,17,1281
MLYCD,17,1281
ADA2_ENST00000330232,17,1281
HIPK1,17,1281
RARRES1_ENST00000479756,17,1281
FAM129C,17,1281
THAP4_ENST00000402545,17,1259
KHDRBS1,17,1281
NELFA_ENST00000411638,17,1281
COLGALT2_ENST00000367520,17,1281
RAB27A_ENST00000569493,17,1281
AC024592.3,17,1259
PNPLA6_ENST00000221249,17,1259
RAD54B_ENST00000297592,17,1281
TMBIM6_ENST00000267115,17,1281
NECAB2,17,1281
IST1,17,1281
TNKS1BP1,17,1281
UNC13B_ENST00000636694,17,1281
MEF2D_ENST00000368240,17,1281
EFNB2_ENST00000245323,17,1281
HIPK1_ENST00000626993,17,1281
DRD2_ENST00000542968,17,1281
STK36,17,1289
PADI3,17,1281
PIGN_ENST00000588571,17,1281
LAP3_ENST00000618908,17,1281
SLC4A3_ENST00000317151,17,1281
MED24_ENST00000394127,17,1281
LAP3,17,1281
FANCM_ENST00000556036,17,1281
YME1L1,17,1281
PCSK7_ENST00000540028,17,1281
MAD2L2,17,1281
YME1L1_ENST00000376016,17,1281
NUMA1_ENST00000616538,17,1289
USP14_ENST00000400266,17,1281
HNF4A_ENST00000415691,17,1281
ALPL_ENST00000374832,17,1281
AXIN2_ENST00000611991,17,1681
ALG8,17,1281
AGGF1,17,1281
DCTN1_ENST00000409868,17,1281
EXOC3L2,17,1259
CMC2_ENST00000564249,17,1281
BCLAF1_ENST00000392348,17,1311
C6orf89,17,1281
SNAP23_ENST00000349777,17,1281
SPATA22_ENST00000397168,17,1281
ZNF525_ENST00000593918,17,1259
ZNF92_ENST00000450302,17,1281
PHGDH_ENST00000641023,17,1281
BID_ENST00000399774,17,1281
GRK2_ENST00000526285,17,1281
EPHX2_ENST00000380476,17,1281
DDX17_ENST00000640668,17,1281
ETFDH,17,1281
ABCB5_ENST00000406935,17,1281
LRRC37A3_ENST00000400877,17,1281
ZNF610_ENST00000613461,17,1281
ZNF92,17,1281
PNPLA6_ENST00000545201,17,1259
DCTN5_ENST00000563998,17,1282
NFS1_ENST00000374085,17,1281
PILRA_ENST00000394000,17,1281
FOPNL_ENST00000575073,17,1281
STARD10_ENST00000545082,17,1281
WWP2_ENST00000568684,17,1281
SPTBN5,17,1281
PDE4D_ENST00000638939,17,1281
CD46_ENST00000360212,17,1259
BICD2_ENST00000375512,17,1281
DDX1_ENST00000621973,17,1281
CRISP2,17,1281
PPDPFL_ENST00000517663,17,1259
ABR_ENST00000543210,17,1311
SZRD1_ENST00000471507,17,1281
RIPK1_ENST00000380409,17,1281
USP7_ENST00000381886,17,1281
THADA_ENST00000404790,17,1311
AURKA_ENST00000395915,17,1687
NUCB1,17,1281
TYK2_ENST00000524462,17,1281
PPP2R1A_ENST00000462990,17,1751
ITGA4_ENST00000339307,17,1281
CRHR2_ENST00000471646,17,1281
TYK2,17,1281
CPEB4_ENST00000522336,17,1281
ZNF595_ENST00000509152,17,1259
SAMD9L,17,1281
SLITRK2_ENST00000370490,17,1281
EXD3_ENST00000479452,17,1281
PRDM1,17,1727
OR2G6,17,1281
TIGIT_ENST00000383671,17,1281
FAH_ENST00000261755,17,1281
GCNT1_ENST00000444201,17,1281
LYPD1,17,1281
TANGO2_ENST00000327374,17,1281
BID_ENST00000615414,17,1281
FAM129C_ENST00000332386,17,1281
PAQR3,17,1281
DDX17_ENST00000640332,17,1281
ALG8_ENST00000376156,17,1281
MTMR6,17,1281
NOP53,17,1281
LMNB2,17,1281
PRSS57_ENST00000329267,17,1311
SEC24C_ENST00000345254,17,1281
SH2D3C_ENST00000429553,17,1281
HNRNPLL_ENST00000608859,17,1281
SRP68,17,1281
SPNS3,17,1281
SPNS2,17,1281
DMTF1_ENST00000432937,17,1281
FBXL5,17,1281
TAF1A_ENST00000352967,17,1259
ZNF700,17,1281
ENOSF1_ENST00000251101,17,1281
GAPVD1_ENST00000265956,17,1281
SSX5,17,1281
NAA50_ENST00000477813,17,1281
USP14_ENST00000582707,17,1281
GTF3C5,17,1281
TRIB2_ENST00000381465,17,1281
SNPH_ENST00000381873,17,1281
LRRC8B_ENST00000439853,17,1281
NMRK1_ENST00000376808,17,1281
IL22RA2,17,1281
CD8B_ENST00000390655,17,1281
